OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-384135075384505,BUCKS-DR-W-3DD,Well,,02080109,,,,,38.69294444000000,-75.6458056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,38,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150428,74,ft,74,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384135075384601,BUCKS-DR-W-6S,Well,,02080109,,,,,38.69308330000000,-75.6461388900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384136075381701,BUCKS-IR-W-8S,Well,,02080109,,,,,38.69336110000000,-75.6380833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,40,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140410,9,ft,10,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075382102,IR-LY-2M-RADISH,Well: Hyporheic-zone well,,02080109,,,,,38.69361110000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,36,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,2,ft,2,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075382103,IR-LY-2D-RADISH,Well: Hyporheic-zone well,,02080109,,,,,38.69361110000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,36,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,3,ft,3,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384501,BUCKS-DR-W-2S,Well,,02080109,,,,,38.69372220000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43.00,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384502,BUCKS-DR-W-2M,Well,,02080109,,,,,38.69372220000000,-75.6457777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43.,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,24.00,ft,25.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384503,BUCKS-DR-LY-2S,Well: Hyporheic-zone well,,02080109,,,,,38.69372220000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140619,1,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384504,BUCKS-DR-LY-2D,Well: Hyporheic-zone well,,02080109,,,,,38.69372220000000,-75.6457500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384137075384604,BUCKS-DR-W-4S,Well,,02080109,,,,,38.69369444000000,-75.6460000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382102,BUCKS-IR-W-2S,Well,,02080109,,,,,38.69400000000000,-75.6391944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140408,11,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382103,BUCKS-IR-W-2M,Well,,02080109,,,,,38.69400000000000,-75.6391667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,21,ft,22,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382104,BUCKS-IR-LY-2S,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,1.0,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382105,BUCKS-IR-LY-2D,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382106,IR-LY-2S-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,1,ft,1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382107,IR-LY-2M-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,2,ft,2,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075382108,IR-LY-2D-RYE,Well: Hyporheic-zone well,,02080109,,,,,38.69388889000000,-75.6391667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,37,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20160125,3,ft,3,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384138075384401,BUCKS-DR-W-5S,Well,,02080109,,,,,38.69377778000000,-75.6455000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140409,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384139075230101,Georgetown 1,Well,,02040207,,,,,38.69416667000000,-75.3836111000000,24000,Unknown,Unknown,Differentially corrected Global Positioning System.,NAD83,49.33,feet,1,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19480101,120,ft,120,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384139075382301,BUCKS-IR-W-6S,Well,,02080109,,,,,38.69436405000000,-75.6392615000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,39,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,11,ft,12,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384139075392001,"TILE DR, NW OF BUCKS BR NR ATLANTA, DE",Subsurface: Groundwater drain,,02080109,,,,,38.69427778000000,-75.6555833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,33,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384140075384701,71479,Well,,02080109,,,,,38.69458330000000,-75.6463611000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,42.0,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384501,BUCKS-DR-W-1M,Well,,02080109,,,,,38.69466667000000,-75.6459722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,24.00,ft,25.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384504,BUCKS-DR-LY-1D,Well: Hyporheic-zone well,,02080109,,,,,38.69472220000000,-75.6458333000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384505,BUCKS-DR-W-1D,Well,,02080109,,,,,38.69472220000000,-75.6459444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150430,39,ft,39,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384141075384506,BUCKS-DR-W-1DD,Well,,02080109,,,,,38.69472220000000,-75.6459444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150429,69.5,ft,70,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382504,BUCKS-IR-W-1S,Well,,02080109,,,,,38.69530556000000,-75.6401667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20140408,14,ft,15,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382505,BUCKS-IR-W-1M,Well,,02080109,,,,,38.69530556000000,-75.6401667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,,20140408,24,ft,25,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382506,BUCKS-IR-LY-1S,Well: Hyporheic-zone well,,02080109,,,,,38.69527778000000,-75.6402777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,1.0,ft,1.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384143075382507,BUCKS-IR-LY-1D,Well: Hyporheic-zone well,,02080109,,,,,38.69527778000000,-75.6402777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Global Positioning System.,NAVD88,US,10,005,,,,,20140619,3.0,ft,3.1,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384144075382501,DE 219044,Well,,02080109,,,,,38.69555556000000,-75.6402777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20070420,89,ft,96,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384144075382502,BUCKS-IR-W-1D,Well,,02080109,,,,,38.69547220000000,-75.6401944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150430,40,ft,40,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384145075384301,37912,Well,,02080109,,,,,38.69583330000000,-75.6453888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43.2,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19770322,87,ft,87,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384150075265301,Oe44-01,Well,,02080109,,,,,38.69733595000000,-75.4476981900000,24000,5,seconds,Interpolated from MAP.,NAD83,39,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19880328,18.5,ft,90,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384152075290401,18D-R,Well,,02080109,,,,,38.69777778000000,-75.4844444000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,34,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20080528,90,ft,100,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384159075310801,Od44-02,Well,,02080109,,,,,38.69983330000000,-75.5188333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,31,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,14.6,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384201075185401,Og32-07,Well,,02040303,,,,,38.70022220000000,-75.3150277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,42,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,13.2,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384203075395601,"BUCKS B AT ATLANTA, DE",Stream,,02080109,1.58,sq mi,,,38.70094730000000,-75.6652069000000,24000,1,seconds,Interpolated from MAP.,NAD83,45,feet,.5,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384211075383301,"FREIDEL PRONG AT BAKER ROAD NEAR ATLANTA, DE",Stream,,02080109,0.85,sq mi,,,38.70305556000000,-75.6425000000000,24000,1,seconds,Interpolated from MAP.,NAD83,43.0,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384214075382401,105802,Well,,02080109,,,,,38.70381944000000,-75.6401361000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,44.2,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19950929,63,ft,63,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384218075404201,153581,Well,,02080109,,,,,38.70511110000000,-75.6784167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,48.3,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19970711,55,ft,55,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384223075381301,Buck Branch PZ-2,Well,,02080109,,,,,38.70650000000000,-75.6369444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,43,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150520,2,ft,2,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384230075381302,Bucks Branch PZ-3,Well,,02080109,,,,,38.70855838000000,-75.6365948000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,45,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20150520,2,ft,2,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384230075381303,Bucks Branch PZ-4,Well,,02080109,,,,,38.70844444000000,-75.6369444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,45,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20150520,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384230075381304,Bucks Branch PZ-5,Well,,02080109,,,,,38.70844444000000,-75.6369444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,45,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,20150520,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384236075395601,"BUCKS BRANCH AT FEDERALSBURG ROAD AT ATLANTA, DE",Stream,,02080109,0.57,sq mi,,,38.71000000000000,-75.6655556000000,24000,1,seconds,Interpolated from MAP.,NAD83,43.8,feet,.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384242075376001,71170,Well,,02080109,,,,,38.71163889000000,-75.6332777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,44.8,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19870929,55,ft,55,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384250075085001,Oi32-18,Well,,02040303,,,,,38.71375000000000,-75.1471667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,27,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,26.8,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384253075401301,214998,Well,,02080109,,,,,38.71475000000000,-75.6702222000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,45.8,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,20060721,80,ft,80,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384254075390801,53219,Well,,02080109,,,,,38.71511110000000,-75.6523333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,47.6,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19830317,80,ft,80,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384316075330501,Od22-04,Well,,02080109,,,,,38.72100000000000,-75.5513333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,34,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,18.3,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384322075051101,Oi25-18,Well,,02040303,,,,,38.72265830000000,-75.0863027800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,13.96,feet,1,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19930203,38,ft,38,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384322075394401,Oc21-02,Well,,02080109,,,,,38.72289158000000,-75.6618735000000,24000,5,seconds,Interpolated from MAP.,NAD83,50,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19860821,45,ft,45,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384323075393201,Oc21-03,Well,,02080109,,,,,38.72316935000000,-75.6585400000000,24000,5,seconds,Interpolated from MAP.,NAD83,50,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19880325,23,ft,70,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384326075050801,Oi25-19,Well,,02040303,,,,,38.72385278000000,-75.0855417000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,16,feet,1,feet,Reported method of determination.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19921222,37,ft,37,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384411075150101,Og15-07,Well,,02040207,,,,,38.73641667000000,-75.2503611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,29,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,18.4,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384418075231101,Of12-05,Well,,02080109,,,,,38.73844640000000,-75.3860285000000,24000,5,seconds,Interpolated from MAP.,NAD83,49.13,feet,.1,feet,Level or other surveyed method.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,19930712,13.00,ft,13.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384425075072401,Oi13-06,Well,,02040303,,,,,38.74016667000000,-75.1234444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,18,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,13.0,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384428075135501,Oh12-07,Well,,02040207,,,,,38.74111110000000,-75.2319444000000,24000,1,seconds,Reported.,NAD83,11,feet,1,feet,Reported method of determination.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,20011117,118,ft,118,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384428075355701,Oc15-11,Well,,02080109,,,,,38.74107500000000,-75.5990417000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41.56,feet,1,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19550101,119,ft,119,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384502075235301,Nf52-02,Well,,02080109,,,,,38.75055556000000,-75.3979722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,45,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,12.5,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384526075091601,Ni51-32,Well,,02040207,,,,,38.75732220000000,-75.1544194000000,24000,.1,seconds,Unknown.,NAD83,13.81,feet,1,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Columbia Group,Unconfined single aquifer,19840402,139,ft,139,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384550075304001,Nd55-06,Well,,02080109,,,,,38.76394444000000,-75.5110277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,41,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,18.2,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384606075115801,Nh44-08,Well,,02040207,,,,,38.76844550000000,-75.1990748000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,,,,100,ft,100,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384636075152801,GP-field,Well,,02040207,,,,,38.77730556000000,-75.2593361000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,12,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384636075152802,GP-Field2,Well,,02040207,,,,,38.77675000000000,-75.2577583000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,12,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384637075153201,Ng45-02,Well,,02040207,,,,,38.77705556000000,-75.2588611000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,16,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,005,Northern Atlantic Coastal Plain aquifer system,,Beaverdam Sand,Unconfined single aquifer,20020802,22.00,ft,24.00,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384637075153301,GP-Preciprd,Well,,02040207,,,,,38.77695278000000,-75.2591556000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,13,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384637075153302,GP-Preciprd2,Well,,02040207,,,,,38.77695278000000,-75.2591556000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,13,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384638075153401,GP-forest,Well,,02040207,,,,,38.77730556000000,-75.2593361000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,12,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-384638075153402,GP-forest2,Well,,02040207,,,,,38.77730556000000,-75.2593361000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,12,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
